Invoice_ID,Order_ID,Invoice_Date,Due_Date,Net_Amount,Tax_Amount,Invoice_Amount,Invoice_Status
INV002159,O001416,2026-05-08,2026-06-07,292371.92,52626.95,344998.87,Open
INV002160,O000613,2026-05-19,2026-06-18,11419.62,2055.53,13475.15,Open
INV002161,O001759,2026-06-14,2026-08-13,11081.21,1994.62,13075.83,Partially Paid
INV002162,O000175,2026-08-16,2026-10-15,7659.85,1378.77,9038.62,Open
INV002163,O000748,2025-10-21,2025-11-05,15182.21,2732.8,17915.01,Partially Paid
INV002164,O000570,2025-06-11,2025-08-10,153129.3,27563.27,180692.58,Paid
INV002165,O002762,2025-03-28,2025-04-12,336763.8,60617.48,397381.29,Open
INV002166,O001183,2026-08-23,2026-09-22,27463.79,4943.48,32407.28,Paid
INV002167,O000590,2026-03-09,2026-04-08,1947.83,350.61,2298.44,Open
INV002168,O002334,2025-03-07,2025-04-21,197381.21,35528.62,232909.82,Partially Paid
INV002169,O002441,2025-11-11,2025-11-26,20496.62,3689.39,24186.01,Partially Paid
INV002170,O000726,2026-03-19,2026-05-03,21371.6,3846.89,25218.49,Partially Paid
INV002171,O001272,2025-03-09,2025-04-23,302482.1,54446.78,356928.87,Paid
INV002172,O000294,2025-12-12,2026-01-26,281816.61,50726.99,332543.59,Open
INV002173,O000692,2025-06-02,2025-06-17,86495.5,15569.19,102064.69,Partially Paid
INV002174,O001911,2025-08-18,2025-10-17,43983.35,7917,51900.35,Partially Paid
INV002175,O001580,2025-03-14,2025-04-13,41928.9,7547.2,49476.1,Open
INV002176,O001592,2026-05-20,2026-06-19,63445.74,11420.23,74865.98,Open
INV002177,O002642,2025-03-25,2025-05-09,236970.57,42654.7,279625.28,Partially Paid
INV002178,O000184,2026-04-15,2026-05-15,262061.23,47171.02,309232.25,Partially Paid
INV002179,O002300,2025-06-16,2025-07-16,153723.07,27670.15,181393.22,Open
INV002180,O002156,2025-09-12,2025-10-27,138882.98,24998.94,163881.91,Partially Paid
INV002181,O001445,2025-06-22,2025-08-06,45733.84,8232.09,53965.93,Open
INV002182,O000875,2025-01-07,2025-03-08,419868.92,75576.41,495445.33,Partially Paid
INV002183,O000488,2026-01-12,2026-03-13,237653.98,42777.72,280431.7,Partially Paid
INV002184,O002463,2026-04-13,2026-06-12,489.93,88.19,578.12,Paid
INV002185,O000982,2026-07-30,2026-09-28,265865.24,47855.74,313720.99,Open
INV002186,O000091,2025-10-29,2025-11-28,31923.4,5746.21,37669.61,Partially Paid
INV002187,O001999,2026-02-24,2026-03-11,38633.67,6954.06,45587.73,Paid
INV002188,O001243,2025-06-04,2025-08-03,305125.76,54922.64,360048.4,Paid
INV002189,O002651,2025-07-22,2025-09-20,23245.71,4184.23,27429.93,Open
INV002190,O002895,2025-06-25,2025-07-10,15939.58,2869.13,18808.71,Paid
INV002191,O001385,2025-05-26,2025-07-10,303536.87,54636.64,358173.51,Partially Paid
INV002192,O002973,2025-11-06,2026-01-05,351805.59,63325.01,415130.59,Open
INV002193,O001673,2026-09-01,2026-09-16,2992.75,538.7,3531.45,Open
INV002194,O000212,2025-09-23,2025-11-07,83210.02,14977.8,98187.82,Open
INV002195,O002283,2025-09-15,2025-09-30,352166.66,63390,415556.66,Paid
INV002196,O000504,2026-08-22,2026-09-06,44972.21,8095,53067.21,Open
INV002197,O000138,2025-08-09,2025-10-08,13182.76,2372.9,15555.66,Open
INV002198,O002602,2026-03-29,2026-05-13,15036.34,2706.54,17742.88,Open
INV002199,O001905,2025-04-10,2025-05-25,308557.48,55540.35,364097.83,Open
INV002200,O001487,2025-03-01,2025-03-31,64670.51,11640.69,76311.2,Paid
INV002201,O000333,2026-02-05,2026-02-20,16836.29,3030.53,19866.82,Open
INV002202,O000916,2025-05-06,2025-06-20,189065.5,34031.79,223097.29,Open
INV002203,O000944,2026-04-20,2026-06-19,313938.22,56508.88,370447.1,Partially Paid
INV002204,O001498,2026-02-24,2026-04-10,11048.61,1988.75,13037.36,Open
INV002205,O000751,2025-05-13,2025-05-28,138517.44,24933.14,163450.57,Partially Paid
INV002206,O001802,2025-08-28,2025-09-27,32758.84,5896.59,38655.43,Partially Paid
INV002207,O002678,2025-09-09,2025-10-24,17944.5,3230.01,21174.51,Paid
INV002208,O001914,2026-03-08,2026-03-23,270960.81,48772.95,319733.76,Open
INV002209,O001387,2025-03-11,2025-05-10,197825.45,35608.58,233434.04,Partially Paid
INV002210,O002661,2025-08-13,2025-09-27,256696.52,46205.37,302901.9,Open
INV002211,O000670,2025-04-24,2025-06-08,23093.34,4156.8,27250.14,Open
INV002212,O000624,2026-05-20,2026-07-19,224268.63,40368.35,264636.98,Partially Paid
INV002213,O002848,2025-05-05,2025-06-19,4126.93,742.85,4869.77,Paid
INV002214,O000118,2025-12-02,2026-01-16,43048.32,7748.7,50797.01,Paid
INV002215,O000608,2026-02-28,2026-03-15,260495.15,46889.13,307384.28,Open
INV002216,O002136,2025-07-06,2025-07-21,38914.48,7004.61,45919.09,Paid
INV002217,O001767,2026-07-19,2026-08-03,79067.32,14232.12,93299.44,Open
INV002218,O000385,2025-01-10,2025-01-25,5361.89,965.14,6327.03,Open
INV002219,O000676,2026-01-29,2026-02-28,5140.64,925.32,6065.96,Open
INV002220,O001347,2025-04-02,2025-05-17,221448.89,39860.8,261309.69,Partially Paid
INV002221,O000941,2025-09-03,2025-10-03,19283.57,3471.04,22754.62,Partially Paid
INV002222,O000695,2025-04-12,2025-04-27,29813.09,5366.36,35179.44,Partially Paid
INV002223,O002890,2025-05-29,2025-06-28,6127.54,1102.96,7230.5,Paid
INV002224,O000983,2025-11-11,2026-01-10,4741.44,853.46,5594.9,Paid
INV002225,O001191,2025-11-21,2025-12-06,296862.86,53435.32,350298.18,Paid
INV002226,O002202,2025-04-02,2025-05-17,164052.38,29529.43,193581.8,Paid
INV002227,O000835,2025-12-01,2025-12-16,34196.7,6155.41,40352.1,Partially Paid
INV002228,O000270,2025-02-01,2025-03-18,68009.08,12241.64,80250.72,Paid
INV002229,O000686,2026-05-06,2026-05-21,194097.44,34937.54,229034.98,Paid
INV002230,O000208,2025-04-02,2025-05-17,20770.42,3738.68,24509.09,Paid
INV002231,O002865,2025-02-18,2025-03-05,405713.55,73028.44,478741.99,Open
INV002232,O002780,2025-06-18,2025-07-18,49894.12,8980.94,58875.06,Open
INV002233,O001612,2026-04-13,2026-05-13,196209.43,35317.7,231527.12,Paid
INV002234,O000808,2025-08-30,2025-10-14,264560.97,47620.98,312181.95,Partially Paid
INV002235,O001339,2025-10-10,2025-11-24,12086.16,2175.51,14261.67,Paid
INV002236,O000145,2025-06-06,2025-07-21,194675.45,35041.58,229717.03,Open
INV002237,O001165,2026-08-03,2026-09-02,39922.15,7185.99,47108.14,Paid
INV002238,O002829,2025-02-26,2025-03-13,252971.56,45534.88,298506.44,Partially Paid
INV002239,O001504,2025-03-28,2025-04-27,592.32,106.62,698.94,Open
INV002240,O002236,2026-08-16,2026-09-30,74935.39,13488.37,88423.76,Open
INV002241,O000364,2025-03-20,2025-04-04,30982.96,5576.93,36559.9,Open
INV002242,O002017,2025-03-21,2025-05-20,219486.2,39507.52,258993.71,Paid
INV002243,O002792,2025-03-17,2025-04-01,43016.73,7743.01,50759.74,Paid
INV002244,O002459,2026-08-15,2026-10-14,127823.71,23008.27,150831.98,Partially Paid
INV002245,O000860,2025-10-19,2025-11-18,279293.98,50272.92,329566.9,Partially Paid
INV002246,O000424,2026-01-15,2026-02-14,398943.62,71809.85,470753.47,Partially Paid
INV002247,O000541,2025-03-31,2025-04-15,499261.21,89867.02,589128.23,Partially Paid
INV002248,O001132,2026-06-20,2026-07-20,346232.91,62321.92,408554.83,Open
INV002249,O001333,2025-09-14,2025-09-29,331393.34,59650.8,391044.14,Paid
INV002250,O000663,2026-07-28,2026-09-26,241317.14,43437.09,284754.23,Paid
INV002251,O000801,2026-01-08,2026-03-09,22546.75,4058.42,26605.17,Open
INV002252,O001656,2026-02-19,2026-03-06,32681.23,5882.62,38563.85,Partially Paid
INV002253,O001710,2026-06-14,2026-06-29,94158.05,16948.45,111106.49,Partially Paid
INV002254,O000691,2025-11-10,2025-12-25,77758.13,13996.46,91754.6,Open
INV002255,O001375,2025-06-29,2025-07-14,441807.18,79525.29,521332.48,Partially Paid
INV002256,O000555,2025-02-27,2025-04-28,21811.97,3926.15,25738.12,Paid
INV002257,O002257,2026-06-04,2026-07-04,267515.89,48152.86,315668.75,Paid
INV002258,O002891,2026-07-27,2026-08-26,296155.51,53307.99,349463.5,Paid
INV002259,O000815,2025-09-19,2025-10-04,25923.07,4666.15,30589.22,Paid
INV002260,O001593,2025-04-21,2025-06-20,191725.98,34510.68,226236.66,Open
INV002261,O002627,2025-03-19,2025-05-03,68406.99,12313.26,80720.25,Paid
INV002262,O000032,2025-06-05,2025-07-20,79592.23,14326.6,93918.83,Open
INV002263,O002520,2025-11-23,2026-01-22,34189.17,6154.05,40343.22,Paid
INV002264,O001527,2025-12-13,2025-12-28,23148.75,4166.77,27315.52,Open
INV002265,O000669,2025-05-24,2025-07-23,41197.9,7415.62,48613.52,Open
INV002266,O000545,2025-05-27,2025-07-11,108085.8,19455.44,127541.24,Partially Paid
INV002267,O001548,2025-02-10,2025-03-27,231487.72,41667.79,273155.51,Partially Paid
INV002268,O000960,2026-03-23,2026-05-22,204102.7,36738.49,240841.18,Open
INV002269,O002320,2026-02-14,2026-03-31,72161.46,12989.06,85150.52,Paid
INV002270,O000020,2026-03-27,2026-04-26,25895.57,4661.2,30556.77,Open
INV002271,O001072,2025-05-16,2025-06-30,377160.67,67888.92,445049.59,Partially Paid
INV002272,O002703,2026-06-16,2026-07-01,2834.94,510.29,3345.23,Partially Paid
INV002273,O002818,2026-02-19,2026-03-21,407625.14,73372.53,480997.67,Open
INV002274,O000942,2026-07-25,2026-08-24,159308.18,28675.47,187983.65,Open
INV002275,O001777,2025-10-07,2025-11-21,55703.33,10026.6,65729.92,Open
INV002276,O001801,2026-06-17,2026-07-02,234026.31,42124.74,276151.05,Open
INV002277,O001597,2025-08-17,2025-09-16,35742.36,6433.63,42175.99,Open
INV002278,O002367,2025-02-12,2025-02-27,242428.28,43637.09,286065.37,Open
INV002279,O000440,2025-09-20,2025-11-04,309188.69,55653.96,364842.65,Partially Paid
INV002280,O001271,2025-12-25,2026-01-09,79391.27,14290.43,93681.7,Open
INV002281,O000635,2025-06-21,2025-08-20,258030.16,46445.43,304475.59,Paid
INV002282,O001804,2025-01-10,2025-03-11,61423.52,11056.23,72479.75,Partially Paid
INV002283,O001637,2026-08-18,2026-10-02,257716.16,46388.91,304105.07,Partially Paid
INV002284,O000471,2025-04-27,2025-05-12,367764.83,66197.67,433962.5,Paid
INV002285,O001394,2026-08-07,2026-08-22,218489.81,39328.17,257817.98,Partially Paid
INV002286,O001605,2025-07-26,2025-08-25,294935.16,53088.33,348023.48,Partially Paid
INV002287,O002269,2026-01-13,2026-02-12,135325.83,24358.65,159684.47,Paid
INV002288,O001836,2025-01-09,2025-01-24,223371,40206.78,263577.78,Paid
INV002289,O002966,2026-07-01,2026-08-30,634623.13,114232.16,748855.29,Open
INV002290,O002325,2025-04-05,2025-05-05,194563.66,35021.46,229585.11,Partially Paid
INV002291,O002305,2025-05-05,2025-06-19,121994.92,21959.09,143954.01,Partially Paid
INV002292,O001805,2025-04-07,2025-04-22,26328.33,4739.1,31067.43,Paid
INV002293,O000279,2026-07-13,2026-09-11,42803.11,7704.56,50507.67,Partially Paid
INV002294,O002580,2025-03-01,2025-04-15,146615.33,26390.76,173006.09,Open
INV002295,O000084,2026-06-05,2026-07-05,20624.27,3712.37,24336.63,Paid
INV002296,O001331,2025-07-05,2025-08-19,152083.55,27375.04,179458.59,Open
INV002297,O002364,2026-05-01,2026-06-15,39733.17,7151.97,46885.15,Open
INV002298,O000402,2025-06-18,2025-08-02,16444.27,2959.97,19404.24,Partially Paid
INV002299,O002667,2025-01-28,2025-03-29,252003.82,45360.69,297364.5,Paid
INV002300,O000381,2025-07-30,2025-09-13,113174.62,20371.43,133546.05,Open
INV002301,O002733,2025-08-02,2025-09-01,392183.77,70593.08,462776.85,Partially Paid
INV002302,O001326,2025-10-22,2025-11-06,48457.47,8722.34,57179.81,Paid
INV002303,O000388,2025-12-18,2026-01-17,472178.43,84992.12,557170.54,Paid
INV002304,O001671,2026-02-24,2026-03-26,16593.57,2986.84,19580.41,Partially Paid
INV002305,O000473,2025-10-23,2025-11-07,396882.55,71438.86,468321.41,Paid
INV002306,O001951,2026-02-05,2026-03-22,1324.21,238.36,1562.56,Paid
INV002307,O000946,2026-07-03,2026-09-01,243861.9,43895.14,287757.05,Open
INV002308,O002688,2025-06-19,2025-07-19,11175.29,2011.55,13186.85,Open
INV002309,O000885,2025-11-22,2025-12-22,44562.06,8021.17,52583.24,Paid
INV002310,O000961,2026-05-19,2026-07-18,56471.54,10164.88,66636.42,Partially Paid
INV002311,O002711,2025-12-29,2026-01-13,192760.42,34696.88,227457.29,Partially Paid
INV002312,O001667,2026-02-10,2026-03-27,135879.71,24458.35,160338.05,Paid
INV002313,O002050,2026-01-08,2026-03-09,15351.89,2763.34,18115.23,Open
INV002314,O002614,2026-03-07,2026-05-06,174578.84,31424.19,206003.03,Partially Paid
INV002315,O000924,2026-08-14,2026-08-29,46631.97,8393.75,55025.72,Partially Paid
INV002316,O002210,2026-02-24,2026-04-10,232880.63,41918.51,274799.14,Paid
INV002317,O001719,2025-03-14,2025-03-29,22572.83,4063.11,26635.94,Partially Paid
INV002318,O002798,2025-05-01,2025-05-16,28926.3,5206.73,34133.04,Open
INV002319,O002739,2025-12-23,2026-01-22,231396.74,41651.41,273048.15,Paid
INV002320,O001457,2026-01-13,2026-01-28,420066.18,75611.91,495678.1,Open
INV002321,O000346,2025-02-05,2025-02-20,48975.29,8815.55,57790.84,Paid
INV002322,O001798,2025-10-24,2025-12-08,138646.83,24956.43,163603.25,Paid
INV002323,O001351,2025-02-28,2025-04-14,1653.6,297.65,1951.25,Paid
INV002324,O001361,2026-03-16,2026-04-15,4148.09,746.66,4894.75,Open
INV002325,O002639,2026-03-21,2026-05-20,15689.5,2824.11,18513.61,Open
INV002326,O001921,2025-09-23,2025-10-23,10014.83,1802.67,11817.5,Open
INV002327,O000022,2025-05-09,2025-06-08,289463.81,52103.49,341567.3,Partially Paid
INV002328,O000156,2026-03-05,2026-04-04,374643.03,67435.74,442078.77,Paid
INV002329,O002035,2025-08-26,2025-10-25,1947.28,350.51,2297.79,Partially Paid
INV002330,O002112,2025-02-04,2025-04-05,19924.71,3586.45,23511.16,Open
INV002331,O000711,2025-08-11,2025-09-25,738.07,132.85,870.93,Partially Paid
INV002332,O000627,2025-07-18,2025-08-17,49028.66,8825.16,57853.82,Partially Paid
INV002333,O002292,2025-05-30,2025-07-29,126109.44,22699.7,148809.14,Paid
INV002334,O000437,2025-11-06,2026-01-05,242732.78,43691.9,286424.68,Partially Paid
INV002335,O002558,2026-05-20,2026-06-04,49072.36,8833.03,57905.39,Paid
INV002336,O000121,2025-06-12,2025-06-27,25514.84,4592.67,30107.51,Paid
INV002337,O001711,2025-05-05,2025-06-19,89623.61,16132.25,105755.85,Paid
INV002338,O002518,2026-06-29,2026-08-28,39761.92,7157.15,46919.06,Partially Paid
INV002339,O000756,2025-09-29,2025-10-14,59605.13,10728.92,70334.05,Partially Paid
INV002340,O002608,2025-08-15,2025-10-14,323757.03,58276.27,382033.29,Partially Paid
INV002341,O001065,2025-10-15,2025-11-14,503906.01,90703.08,594609.09,Partially Paid
INV002342,O000101,2025-09-22,2025-10-07,178209.47,32077.7,210287.17,Paid
INV002343,O000783,2026-03-19,2026-05-18,464250.81,83565.15,547815.95,Open
INV002344,O001150,2025-10-12,2025-12-11,202804.61,36504.83,239309.44,Paid
INV002345,O000226,2025-05-08,2025-05-23,279607.13,50329.28,329936.41,Paid
INV002346,O002746,2026-05-10,2026-07-09,14590.1,2626.22,17216.32,Paid
INV002347,O001206,2025-07-26,2025-09-24,153534.02,27636.12,181170.15,Partially Paid
INV002348,O000013,2026-04-27,2026-05-12,10566.1,1901.9,12468,Partially Paid
INV002349,O001310,2025-10-20,2025-12-19,300140.64,54025.32,354165.96,Partially Paid
INV002350,O002137,2025-03-01,2025-04-30,47473.32,8545.2,56018.52,Paid
INV002351,O000304,2025-10-22,2025-11-21,33547.08,6038.47,39585.55,Open
INV002352,O000169,2025-12-21,2026-02-04,189141.17,34045.41,223186.58,Paid
INV002353,O000930,2026-01-06,2026-02-05,76626.37,13792.75,90419.12,Open
INV002354,O002620,2026-01-29,2026-03-15,35910.62,6463.91,42374.54,Paid
INV002355,O002686,2026-07-04,2026-09-02,16857.74,3034.39,19892.13,Paid
INV002356,O001010,2026-04-02,2026-04-17,441016.21,79382.92,520399.13,Open
INV002357,O002794,2025-05-21,2025-06-20,79228.06,14261.05,93489.11,Partially Paid
INV002358,O000072,2026-05-29,2026-07-28,165568.89,29802.4,195371.29,Partially Paid
INV002359,O000428,2026-07-10,2026-09-08,213169.64,38370.53,251540.17,Paid
INV002360,O002636,2026-09-01,2026-10-31,330205.96,59437.07,389643.04,Open
INV002361,O000728,2025-10-27,2025-11-11,338654.77,60957.86,399612.63,Partially Paid
INV002362,O002212,2025-05-20,2025-07-19,152544.29,27457.97,180002.26,Paid
INV002363,O002346,2026-02-26,2026-03-28,278620.87,50151.76,328772.62,Open
INV002364,O002442,2026-08-10,2026-09-09,130780.02,23540.4,154320.42,Paid
INV002365,O001892,2026-05-09,2026-06-08,357453.05,64341.55,421794.6,Partially Paid
INV002366,O001774,2025-09-30,2025-11-29,212471.77,38244.92,250716.69,Partially Paid
INV002367,O001603,2025-01-30,2025-02-14,108846.63,19592.39,128439.02,Paid
INV002368,O002673,2025-06-10,2025-07-10,244017.21,43923.1,287940.31,Open
INV002369,O001343,2025-07-04,2025-07-19,3706.38,667.15,4373.53,Open
INV002370,O002575,2025-03-28,2025-04-12,11108.49,1999.53,13108.01,Open
INV002371,O000890,2026-02-21,2026-03-08,349005.92,62821.07,411826.98,Open
INV002372,O001941,2026-03-11,2026-05-10,338490.53,60928.3,399418.83,Partially Paid
INV002373,O000408,2025-05-31,2025-07-30,84389.2,15190.06,99579.25,Partially Paid
INV002374,O002448,2026-05-03,2026-06-02,292538.01,52656.84,345194.85,Open
INV002375,O002006,2026-01-18,2026-02-02,509033.52,91626.03,600659.56,Open
INV002376,O001195,2025-08-04,2025-09-03,78070.37,14052.67,92123.04,Paid
INV002377,O001102,2026-02-15,2026-03-17,97859.31,17614.68,115473.98,Paid
INV002378,O000654,2026-01-22,2026-03-08,102102.65,18378.48,120481.13,Paid
INV002379,O002444,2025-10-27,2025-11-26,218729.84,39371.37,258101.22,Partially Paid
INV002380,O001650,2026-01-15,2026-03-01,88847.86,15992.61,104840.47,Paid
INV002381,O001648,2025-02-11,2025-03-13,58928.67,10607.16,69535.83,Paid
INV002382,O002347,2025-05-30,2025-07-14,3139.94,565.19,3705.13,Paid
INV002383,O000591,2025-11-03,2025-12-18,135465.28,24383.75,159849.03,Partially Paid
INV002384,O000762,2025-02-03,2025-02-18,27319.47,4917.51,32236.98,Paid
INV002385,O002875,2025-02-02,2025-03-19,20262,3647.16,23909.16,Paid
INV002386,O000740,2025-02-28,2025-03-30,26460.67,4762.92,31223.59,Paid
INV002387,O001511,2026-03-13,2026-05-12,22969.82,4134.57,27104.39,Open
INV002388,O000472,2025-10-04,2025-12-03,49304.69,8874.84,58179.53,Open
INV002389,O000915,2025-07-02,2025-08-16,271639.78,48895.16,320534.94,Open
INV002390,O002676,2025-02-17,2025-03-19,34522.93,6214.13,40737.06,Paid
INV002391,O002140,2025-05-23,2025-06-07,318617.67,57351.18,375968.85,Partially Paid
INV002392,O000442,2026-03-07,2026-04-06,17213.66,3098.46,20312.12,Open
INV002393,O002990,2026-06-22,2026-07-07,192695.32,34685.16,227380.48,Open
INV002394,O001043,2026-01-17,2026-02-01,210016.12,37802.9,247819.02,Open
INV002395,O001307,2025-05-07,2025-06-21,203498.11,36629.66,240127.77,Paid
INV002396,O002927,2025-12-03,2026-01-17,49662.94,8939.33,58602.27,Open
INV002397,O000423,2026-01-20,2026-02-04,50981.84,9176.73,60158.57,Partially Paid
INV002398,O002889,2025-05-20,2025-07-19,29405.49,5292.99,34698.48,Paid
INV002399,O001856,2026-05-06,2026-06-05,4969.89,894.58,5864.47,Open
INV002400,O001450,2025-02-19,2025-04-20,160647.98,28916.64,189564.62,Open
INV002401,O001644,2025-06-12,2025-07-27,260798.65,46943.76,307742.4,Open
INV002402,O002071,2025-01-31,2025-03-17,662918.32,119325.3,782243.61,Paid
INV002403,O001844,2026-03-18,2026-04-02,18225.34,3280.56,21505.91,Open
INV002404,O001830,2025-03-08,2025-04-22,24227.21,4360.9,28588.11,Paid
INV002405,O001372,2025-04-11,2025-05-11,204169.74,36750.55,240920.29,Open
INV002406,O001708,2025-09-06,2025-10-06,351582.38,63284.83,414867.2,Open
INV002407,O000071,2025-09-01,2025-10-31,19673.21,3541.18,23214.39,Partially Paid
INV002408,O001775,2026-06-10,2026-06-25,42889.42,7720.1,50609.52,Open
INV002409,O001564,2026-03-18,2026-05-02,61037.9,10986.82,72024.72,Paid
INV002410,O000524,2026-06-02,2026-07-02,47131.86,8483.73,55615.59,Partially Paid
INV002411,O000225,2025-02-16,2025-04-17,28042.48,5047.65,33090.13,Partially Paid
INV002412,O000948,2025-12-16,2026-01-30,29227.18,5260.89,34488.07,Paid
INV002413,O000984,2025-06-12,2025-06-27,10871.86,1956.93,12828.79,Paid
INV002414,O001992,2025-07-12,2025-08-26,25161.83,4529.13,29690.96,Partially Paid
INV002415,O001944,2026-01-29,2026-03-30,197531.1,35555.6,233086.7,Paid
INV002416,O001459,2025-01-17,2025-02-01,156995.76,28259.24,185254.99,Open
INV002417,O002391,2026-07-08,2026-09-06,380691.28,68524.43,449215.71,Partially Paid
INV002418,O002607,2026-08-15,2026-08-30,125112.19,22520.19,147632.38,Open
INV002419,O001226,2026-03-06,2026-04-20,274675.94,49441.67,324117.61,Partially Paid
INV002420,O002227,2026-03-17,2026-05-01,36397.73,6551.59,42949.32,Paid
INV002421,O001222,2026-07-08,2026-08-07,29542.4,5317.63,34860.03,Partially Paid
INV002422,O002911,2025-12-01,2025-12-16,69854.19,12573.75,82427.94,Open
INV002423,O001733,2026-07-07,2026-08-21,152767.52,27498.15,180265.67,Partially Paid
INV002424,O001020,2025-08-21,2025-09-20,275724.78,49630.46,325355.24,Partially Paid
INV002425,O002323,2026-05-02,2026-05-17,9778.55,1760.14,11538.69,Open
INV002426,O000222,2026-07-27,2026-08-26,302857.79,54514.4,357372.19,Paid
INV002427,O001157,2025-04-29,2025-05-14,15631.93,2813.75,18445.68,Open
INV002428,O001615,2025-04-05,2025-04-20,456465.75,82163.84,538629.59,Paid
INV002429,O000991,2026-04-26,2026-06-10,153142.15,27565.59,180707.73,Partially Paid
INV002430,O002408,2025-02-15,2025-04-01,48233.57,8682.04,56915.61,Partially Paid
INV002431,O000716,2026-02-22,2026-03-09,256232.97,46121.94,302354.91,Partially Paid
INV002432,O001537,2025-01-20,2025-02-19,88907.54,16003.36,104910.89,Paid
INV002433,O001780,2026-01-14,2026-02-28,648813.97,116786.51,765600.49,Open
INV002434,O001345,2025-08-29,2025-10-28,35089.12,6316.04,41405.16,Open
INV002435,O000763,2025-01-19,2025-02-18,144213.24,25958.38,170171.63,Open
INV002436,O002869,2025-06-18,2025-07-18,122397.67,22031.58,144429.26,Open
INV002437,O000515,2025-02-17,2025-03-19,37615.09,6770.72,44385.81,Partially Paid
INV002438,O001034,2026-01-28,2026-02-12,36065.92,6491.87,42557.79,Paid
INV002439,O001236,2025-03-17,2025-04-01,21521.05,3873.79,25394.83,Open
INV002440,O002149,2025-12-21,2026-01-20,67654.61,12177.83,79832.44,Paid
INV002441,O000037,2026-07-14,2026-07-29,117790.94,21202.37,138993.31,Open
INV002442,O000451,2025-05-14,2025-05-29,127898.66,23021.76,150920.42,Paid
INV002443,O000067,2026-03-14,2026-05-13,45604.95,8208.89,53813.84,Partially Paid
INV002444,O001734,2025-07-13,2025-09-11,142527.95,25655.03,168182.98,Partially Paid
INV002445,O001432,2026-01-23,2026-03-24,2388.59,429.95,2818.54,Open
INV002446,O000500,2026-03-07,2026-04-21,342012.05,61562.17,403574.21,Open
INV002447,O002615,2025-05-08,2025-05-23,50592.22,9106.6,59698.82,Paid
INV002448,O001112,2026-07-01,2026-08-30,122798.66,22103.76,144902.42,Open
INV002449,O002823,2025-01-06,2025-02-20,195729.84,35231.37,230961.21,Open
INV002450,O002284,2025-07-14,2025-08-28,20974.38,3775.39,24749.77,Partially Paid
INV002451,O000816,2026-03-20,2026-05-19,179320.02,32277.6,211597.62,Partially Paid
INV002452,O000575,2026-04-27,2026-06-11,21076.32,3793.74,24870.06,Paid
INV002453,O001092,2025-05-05,2025-06-04,30894.28,5560.97,36455.25,Partially Paid
INV002454,O002362,2026-06-12,2026-06-27,675978.82,121676.19,797655.01,Open
INV002455,O000803,2026-08-30,2026-10-29,277736.32,49992.54,327728.86,Paid
INV002456,O002618,2026-08-02,2026-10-01,73365.76,13205.84,86571.59,Partially Paid
INV002457,O000068,2025-01-31,2025-03-02,5394.65,971.04,6365.68,Open
INV002458,O002946,2025-05-16,2025-06-15,307152.97,55287.53,362440.5,Open
INV002459,O000392,2025-07-17,2025-08-16,110059.37,19810.69,129870.06,Open
INV002460,O000799,2025-09-02,2025-09-17,368899.37,66401.89,435301.26,Open
INV002461,O001003,2026-02-02,2026-04-03,135209.85,24337.77,159547.62,Paid
INV002462,O000571,2026-07-09,2026-09-07,18769.36,3378.48,22147.84,Open
INV002463,O000973,2025-07-10,2025-07-25,273063.88,49151.5,322215.38,Paid
INV002464,O000767,2025-08-25,2025-10-24,121480.06,21866.41,143346.47,Open
INV002465,O002915,2025-01-30,2025-03-01,306963.48,55253.43,362216.91,Partially Paid
INV002466,O000187,2026-01-07,2026-01-22,194503.14,35010.57,229513.71,Paid
INV002467,O002590,2026-06-24,2026-08-23,240160.24,43228.84,283389.09,Open
INV002468,O002229,2025-01-14,2025-02-28,222188.13,39993.86,262181.99,Partially Paid
INV002469,O001297,2026-06-23,2026-07-08,17873.64,3217.26,21090.9,Partially Paid
INV002470,O000615,2025-05-12,2025-07-11,151509.83,27271.77,178781.6,Paid
INV002471,O002945,2025-05-11,2025-06-10,145900.76,26262.14,172162.9,Partially Paid
INV002472,O002626,2025-05-21,2025-07-20,36367.25,6546.1,42913.35,Open
INV002473,O002852,2025-09-26,2025-11-10,65563.64,11801.46,77365.09,Paid
INV002474,O002538,2025-11-24,2025-12-09,19714.05,3548.53,23262.57,Partially Paid
INV002475,O002101,2025-03-11,2025-04-10,18314.2,3296.56,21610.76,Partially Paid
INV002476,O002416,2026-05-07,2026-06-21,89783.29,16160.99,105944.28,Open
INV002477,O000286,2026-01-25,2026-03-11,7265.36,1307.76,8573.13,Paid
INV002478,O000832,2025-03-12,2025-05-11,22951.74,4131.31,27083.05,Open
INV002479,O000549,2025-07-11,2025-07-26,151379.08,27248.23,178627.31,Open
INV002480,O002694,2025-03-07,2025-05-06,86248.15,15524.67,101772.82,Open
INV002481,O000785,2025-06-19,2025-07-04,111433.56,20058.04,131491.6,Open
INV002482,O002943,2025-08-27,2025-09-11,23912.59,4304.27,28216.86,Partially Paid
INV002483,O001233,2025-07-05,2025-09-03,233207.16,41977.29,275184.45,Paid
INV002484,O000957,2026-06-02,2026-06-17,447597.41,80567.53,528164.94,Paid
INV002485,O002086,2025-11-21,2026-01-20,333.15,59.97,393.11,Open
INV002486,O000229,2025-01-06,2025-03-07,116933.62,21048.05,137981.67,Open
