Purchase_ID,Purchase_Date,Product_ID,Supplier_ID,Quantity,Unit_Cost,Purchase_Value,Promised_Delivery_Date,Actual_Delivery_Date,Rejected_Qty,Warehouse_ID
PO000787,2026-03-02,P0004,S005,33,24697.89,815030.26,2026-03-09,2026-03-20,0,WH-CHE
PO000788,2026-01-18,P0030,S024,104,30005.15,3120535.23,2026-02-04,2026-02-09,7,WH-HYD
PO000789,2025-04-28,P0048,S036,115,5816.86,668938.42,2025-05-20,2025-05-30,8,WH-KOL
PO000790,2025-10-14,P0066,S003,87,18965.27,1649978.82,2025-10-28,2025-11-09,6,WH-MUM
PO000791,2025-11-27,P0112,S027,88,22446.71,1975310.92,2025-12-16,2025-12-23,0,WH-HYD
PO000792,2025-09-04,P0096,S041,169,24576.07,4153355.62,2025-09-21,2025-09-26,12,WH-KOL
PO000793,2025-11-11,P0031,S021,44,11294.98,496979.17,2025-12-06,2025-12-12,0,WH-KOL
PO000794,2025-05-29,P0076,S012,50,10998.48,549924.1,2025-06-01,2025-06-11,0,WH-MUM
PO000795,2026-02-28,P0055,S038,13,15320.08,199161.05,2026-03-12,2026-03-15,0,WH-CHE
PO000796,2025-09-08,P0046,S016,43,32198.4,1384531.22,2025-09-14,2025-09-24,0,WH-KOL
PO000797,2025-09-28,P0009,S037,35,2089.09,73118.07,2025-10-07,2025-10-16,1,WH-CHE
PO000798,2025-10-26,P0131,S031,59,30990.57,1828443.7,2025-11-13,2025-11-12,3,WH-HYD
PO000799,2026-03-18,P0106,S009,12,35300.71,423608.47,2026-03-28,2026-04-06,0,WH-KOL
PO000800,2025-02-22,P0069,S004,177,8835.98,1563969.17,2025-03-04,2025-03-03,3,WH-CHE
PO000801,2025-02-06,P0098,S032,101,29255.94,2954850.04,2025-02-13,2025-02-22,6,WH-KOL
PO000802,2025-07-26,P0116,S013,32,21167.13,677348.22,2025-08-24,2025-09-01,1,WH-MUM
PO000803,2026-02-27,P0126,S011,185,27992.03,5178525.37,2026-03-09,2026-03-15,12,WH-HYD
PO000804,2025-05-16,P0137,S041,113,23476.54,2652848.59,2025-05-19,2025-05-29,0,WH-MUM
PO000805,2026-05-31,P0020,S014,24,25023.21,600556.93,2026-06-28,2026-07-06,0,WH-MUM
PO000806,2025-10-09,P0149,S014,50,24129.52,1206475.8,2025-11-02,2025-11-14,1,WH-KOL
PO000807,2025-10-29,P0091,S005,136,13905.88,1891199.6,2025-11-03,2025-11-06,9,WH-KOL
PO000809,2026-07-15,P0019,S034,27,15352.14,414507.79,2026-08-07,2026-08-05,1,WH-BLR
PO000810,2025-03-28,P0145,S032,129,2338.16,301622.26,2025-03-31,2025-03-30,5,WH-KOL
PO000811,2025-07-11,P0135,S037,134,5774.47,773779.11,2025-08-08,2025-08-07,4,WH-HYD
PO000812,2026-05-24,P0104,S008,142,2286.18,324638.2,2026-06-16,2026-06-22,4,WH-MUM
PO000813,2025-05-06,P0112,S027,49,20589.29,1008875.36,2025-05-23,2025-05-28,2,WH-KOL
PO000814,2025-09-22,P0073,S023,89,3248.28,289097.11,2025-10-21,2025-10-25,2,WH-HYD
PO000815,2026-05-08,P0055,S038,95,18993.24,1804357.66,2026-06-07,2026-06-14,4,WH-HYD
PO000816,2025-03-18,P0137,S041,65,22994.42,1494637.11,2025-04-07,2025-04-17,4,WH-DEL
PO000817,2025-04-08,P0004,S005,56,25046.61,1402610.04,2025-04-22,2025-04-25,2,WH-KOL
PO000818,2025-11-21,P0071,S010,124,27309.9,3386427.09,2025-12-04,2025-12-04,3,WH-BLR
PO000819,2025-04-21,P0115,S035,188,22974.8,4319262.71,2025-05-03,2025-05-14,9,WH-DEL
PO000820,2025-07-22,P0022,S040,37,5103.38,188825.01,2025-08-07,2025-08-19,2,WH-CHE
PO000821,2025-11-15,P0128,S032,24,3493.36,83840.66,2025-11-26,2025-11-29,0,WH-HYD
PO000822,2025-08-05,P0072,S044,27,33740.17,910984.68,2025-08-26,2025-08-24,0,WH-CHE
PO000823,2025-11-23,P0109,S025,35,25874.05,905591.7,2025-12-14,2025-12-16,1,WH-DEL
PO000824,2025-05-15,P0150,S009,113,36300.21,4101923.95,2025-05-24,2025-05-29,0,WH-KOL
PO000825,2025-12-24,P0009,S037,41,1898.34,77832,2026-01-22,2026-01-30,1,WH-BLR
PO000826,2025-05-30,P0048,S036,49,6148.91,301296.81,2025-06-15,2025-06-14,1,WH-HYD
PO000828,2025-07-05,P0076,S012,50,11323.83,566191.72,2025-07-25,2025-07-28,2,WH-BLR
PO000829,2025-06-25,P0056,S049,169,25785.54,4357756.77,2025-07-13,2025-07-11,2,WH-BLR
PO000830,2025-05-01,P0114,S016,196,13601.2,2665835.52,2025-05-21,2025-05-20,4,WH-DEL
PO000831,2025-11-12,P0095,S013,68,1654.23,112487.54,2025-11-19,2025-11-27,4,WH-KOL
PO000832,2026-06-18,P0069,S004,196,8625.98,1690692.64,2026-07-05,2026-07-06,1,WH-KOL
PO000833,2025-11-18,P0142,S009,44,20276.39,892161.13,2025-12-04,2025-12-06,0,WH-DEL
PO000834,2026-02-04,P0065,S024,150,25112.71,3766905.83,2026-02-25,2026-02-25,4,WH-MUM
PO000835,2026-07-07,P0091,S005,112,15389.44,1723617.56,2026-07-14,2026-07-19,6,WH-HYD
PO000836,2025-02-21,P0042,S013,174,12510.57,2176839.8,2025-03-15,2025-03-26,1,WH-BLR
PO000837,2025-05-22,P0011,S025,141,27031.83,3811487.86,2025-05-28,2025-05-27,5,WH-HYD
PO000838,2025-10-24,P0006,S012,192,21899.3,4204664.8,2025-11-13,2025-11-21,10,WH-MUM
PO000839,2026-05-03,P0059,S031,86,16676.7,1434196.17,2026-05-17,2026-05-17,0,WH-KOL
PO000840,2025-01-04,P0119,S011,42,1774.66,74535.69,2025-01-14,2025-01-21,2,WH-BLR
PO000841,2026-03-03,P0021,S029,183,9281.52,1698518.6,2026-03-09,2026-03-13,1,WH-HYD
PO000842,2025-03-08,P0132,S045,23,15021.72,345499.62,2025-03-25,2025-03-30,0,WH-MUM
PO000843,2026-03-21,P0127,S040,135,6097.98,823227.44,2026-04-01,2026-03-31,7,WH-MUM
PO000844,2026-02-19,P0014,S024,78,18815.16,1467582.29,2026-03-21,2026-03-27,6,WH-KOL
PO000845,2026-07-08,P0135,S037,177,5551.19,982561.19,2026-07-31,2026-08-10,4,WH-KOL
PO000846,2025-10-21,P0035,S011,97,7705.51,747434.56,2025-11-01,2025-11-10,4,WH-DEL
PO000847,2026-02-18,P0131,S031,84,37310.08,3134046.49,2026-02-28,2026-03-06,2,WH-KOL
PO000848,2025-11-20,P0075,S047,37,25404.57,939969.16,2025-12-03,2025-12-15,0,WH-MUM
PO000849,2026-04-01,P0108,S016,70,14437.64,1010634.66,2026-04-14,2026-04-17,0,WH-HYD
PO000850,2026-04-23,P0024,S022,148,6815.2,1008649.79,2026-05-01,2026-04-30,0,WH-MUM
PO000851,2025-04-22,P0138,S049,151,18465.5,2788290.01,2025-05-06,2025-05-04,10,WH-MUM
PO000852,2025-11-02,P0055,S038,93,18879.56,1755798.71,2025-11-21,2025-11-29,2,WH-KOL
PO000853,2026-05-12,P0126,S011,26,26851.53,698139.82,2026-05-26,2026-06-03,2,WH-DEL
PO000854,2025-07-07,P0142,S009,121,21681.72,2623488.11,2025-07-17,2025-07-19,1,WH-HYD
PO000855,2025-07-30,P0047,S025,102,11615.39,1184769.33,2025-08-18,2025-08-29,4,WH-MUM
PO000856,2025-01-17,P0003,S041,94,1587.05,149182.84,2025-01-22,2025-02-01,1,WH-CHE
PO000857,2025-06-30,P0122,S013,93,3602.49,335031.89,2025-07-30,2025-08-03,0,WH-CHE
PO000858,2025-03-08,P0026,S039,170,14343.46,2438388.8,2025-04-02,2025-04-08,3,WH-KOL
PO000859,2026-04-24,P0129,S048,76,9207.78,699791.15,2026-04-30,2026-05-03,3,WH-HYD
PO000860,2025-04-30,P0120,S029,53,2371.53,125690.91,2025-05-26,2025-05-30,3,WH-MUM
PO000861,2026-04-11,P0096,S041,171,22749.82,3890219.65,2026-05-06,2026-05-06,13,WH-BLR
PO000862,2025-04-08,P0108,S016,38,14199.93,539597.17,2025-05-02,2025-05-09,2,WH-MUM
PO000863,2025-12-20,P0142,S009,49,20367.85,998024.49,2026-01-13,2026-01-23,1,WH-HYD
PO000864,2025-01-11,P0139,S006,53,30343.79,1608220.89,2025-01-20,2025-01-21,2,WH-HYD
PO000865,2025-09-03,P0041,S043,91,30923.4,2814029,2025-09-26,2025-09-28,4,WH-DEL
PO000866,2025-08-30,P0111,S031,152,23025.73,3499911.55,2025-09-23,2025-10-01,6,WH-MUM
PO000868,2025-05-07,P0134,S006,91,10144.05,923108.94,2025-05-23,2025-05-22,1,WH-DEL
PO000869,2025-02-22,P0110,S006,181,330.68,59852.7,2025-03-17,2025-03-20,13,WH-BLR
PO000870,2025-10-25,P0002,S008,57,4069.63,231969.12,2025-11-01,2025-11-04,4,WH-HYD
PO000871,2026-01-19,P0101,S003,142,22530.4,3199316.8,2026-02-09,2026-02-10,2,WH-HYD
PO000872,2025-04-05,P0123,S028,124,22655.24,2809249.55,2025-04-25,2025-05-05,7,WH-CHE
PO000873,2025-10-05,P0130,S038,161,21052.79,3389499.43,2025-10-16,2025-10-14,6,WH-HYD
PO000874,2026-04-21,P0116,S013,47,23190.15,1089937.22,2026-05-08,2026-05-08,1,WH-DEL
PO000875,2026-05-25,P0036,S028,127,7855.31,997624.77,2026-05-30,2026-06-01,0,WH-BLR
PO000876,2026-01-21,P0073,S023,75,3205.1,240382.57,2026-02-08,2026-02-15,3,WH-MUM
PO000877,2026-03-19,P0061,S037,38,26574.28,1009822.63,2026-04-07,2026-04-10,1,WH-HYD
PO000879,2025-04-06,P0009,S037,38,2202.09,83679.53,2025-04-10,2025-04-16,0,WH-KOL
PO000880,2025-09-16,P0084,S022,171,27868.89,4765580.22,2025-10-09,2025-10-12,1,WH-KOL
PO000881,2025-05-21,P0021,S029,38,10860.87,412712.97,2025-06-15,2025-06-18,1,WH-HYD
PO000882,2025-09-09,P0109,S025,58,26448.26,1533999.21,2025-09-15,2025-09-25,4,WH-MUM
PO000883,2026-07-03,P0146,S035,74,23198.19,1716666.33,2026-07-19,2026-07-31,3,WH-BLR
PO000884,2026-04-24,P0026,S039,129,13581.37,1751996.74,2026-05-09,2026-05-16,6,WH-KOL
PO000885,2025-08-23,P0085,S013,60,15531.29,931877.65,2025-09-16,2025-09-15,2,WH-CHE
PO000886,2025-08-21,P0098,S032,164,29679.37,4867416.19,2025-09-12,2025-09-18,10,WH-KOL
PO000887,2025-12-14,P0105,S022,26,2544.93,66168.1,2026-01-06,2026-01-18,1,WH-CHE
PO000888,2025-09-14,P0105,S022,120,2183.04,261964.61,2025-09-29,2025-10-08,6,WH-BLR
PO000889,2025-11-16,P0089,S043,193,21892.08,4225171.36,2025-11-21,2025-11-28,0,WH-DEL
PO000890,2026-02-10,P0043,S028,131,25805.08,3380465.73,2026-02-23,2026-03-01,8,WH-HYD
PO000891,2025-10-30,P0003,S041,136,1691.82,230087.63,2025-11-03,2025-11-09,10,WH-CHE
PO000892,2026-03-25,P0007,S003,73,16369.45,1194969.68,2026-04-05,2026-04-09,0,WH-KOL
PO000893,2026-08-19,P0125,S037,127,12488.42,1586029.71,2026-08-23,2026-08-31,8,WH-MUM
PO000894,2026-06-13,P0112,S027,99,23936.69,2369732.17,2026-06-24,2026-06-26,6,WH-DEL
PO000896,2026-08-05,P0098,S032,91,26877.35,2445838.99,2026-08-25,2026-08-23,0,WH-CHE
PO000897,2026-03-30,P0004,S005,118,23229.46,2741076.22,2026-04-13,2026-04-14,0,WH-KOL
PO000898,2026-01-18,P0128,S032,186,3436.06,639107.3,2026-01-31,2026-02-07,6,WH-KOL
PO000899,2025-09-28,P0122,S013,42,3828.63,160802.55,2025-10-08,2025-10-10,3,WH-BLR
PO000900,2026-07-13,P0040,S006,186,16543.67,3077121.92,2026-08-11,2026-08-23,3,WH-MUM
PO000901,2025-09-04,P0006,S012,128,19463.67,2491349.59,2025-09-19,2025-09-30,6,WH-MUM
PO000902,2026-01-19,P0132,S045,132,13574.01,1791769.35,2026-02-10,2026-02-09,4,WH-DEL
PO000903,2025-07-13,P0027,S046,169,10553.36,1783518.09,2025-08-02,2025-08-12,8,WH-CHE
PO000904,2026-05-11,P0033,S026,110,19908.34,2189917.09,2026-06-09,2026-06-08,3,WH-CHE
PO000905,2025-10-15,P0129,S048,144,9097.45,1310033.25,2025-10-21,2025-10-26,1,WH-CHE
PO000906,2025-05-01,P0087,S017,54,4117.04,222320.11,2025-05-19,2025-05-21,2,WH-HYD
PO000907,2025-07-03,P0054,S037,88,9466.29,833033.34,2025-07-07,2025-07-15,2,WH-CHE
PO000908,2025-04-21,P0132,S045,170,14087.01,2394792.14,2025-05-10,2025-05-13,4,WH-CHE
PO000909,2026-02-05,P0009,S037,10,2145.19,21451.95,2026-02-27,2026-03-08,0,WH-KOL
PO000910,2025-02-24,P0102,S003,24,17469.85,419276.39,2025-03-16,2025-03-23,1,WH-DEL
PO000911,2025-12-13,P0055,S038,11,16777.42,184551.64,2025-12-31,2026-01-05,0,WH-CHE
PO000912,2025-05-18,P0131,S031,18,34319.61,617752.98,2025-05-23,2025-05-22,0,WH-DEL
PO000913,2025-12-14,P0111,S031,125,25039.71,3129963.56,2026-01-08,2026-01-14,1,WH-CHE
PO000914,2025-03-04,P0048,S036,45,5773.19,259793.52,2025-03-07,2025-03-06,1,WH-KOL
PO000915,2026-07-27,P0042,S013,31,13313.93,412731.73,2026-08-21,2026-09-01,1,WH-HYD
PO000916,2025-08-03,P0079,S039,26,20233.93,526082.14,2025-08-26,2025-08-30,1,WH-BLR
PO000917,2025-10-23,P0002,S008,11,4737.66,52114.25,2025-11-02,2025-11-07,0,WH-HYD
PO000918,2025-04-30,P0018,S020,159,29750.62,4730348.75,2025-05-17,2025-05-26,11,WH-CHE
PO000919,2025-02-21,P0108,S016,115,13720.31,1577835.53,2025-03-03,2025-03-05,0,WH-BLR
PO000920,2025-02-07,P0052,S036,21,6243.53,131114.05,2025-02-15,2025-02-16,0,WH-CHE
PO000921,2026-04-09,P0048,S036,154,5706.52,878804.04,2026-04-17,2026-04-18,2,WH-BLR
PO000922,2026-05-13,P0105,S022,40,2302.92,92116.91,2026-05-20,2026-05-27,2,WH-MUM
PO000923,2025-03-09,P0141,S024,178,16399.16,2919050.59,2025-03-22,2025-03-24,7,WH-BLR
PO000925,2025-11-19,P0026,S039,113,13656.85,1543224.57,2025-11-28,2025-12-06,5,WH-CHE
PO000926,2026-05-23,P0078,S019,88,17278.56,1520513.64,2026-06-11,2026-06-16,6,WH-CHE
PO000927,2025-03-29,P0127,S040,151,5460.38,824517.31,2025-04-24,2025-04-23,2,WH-BLR
PO000928,2025-12-26,P0054,S037,191,10249.72,1957696.91,2026-01-16,2026-01-21,13,WH-DEL
PO000929,2026-07-10,P0118,S049,197,16807.6,3311096.69,2026-07-30,2026-08-04,7,WH-HYD
PO000930,2026-04-14,P0026,S039,141,16749.08,2361620.4,2026-05-02,2026-05-09,7,WH-CHE
PO000931,2026-03-22,P0056,S049,162,24306.09,3937587.34,2026-04-03,2026-04-12,9,WH-DEL
PO000932,2026-05-19,P0085,S013,57,14040.15,800288.3,2026-05-23,2026-05-24,4,WH-CHE
PO000933,2025-03-05,P0032,S030,87,17014.98,1480303.6,2025-03-11,2025-03-10,5,WH-HYD
PO000934,2026-06-26,P0107,S018,171,5673.72,970206.34,2026-07-16,2026-07-27,12,WH-DEL
PO000935,2025-09-07,P0059,S031,28,15593.83,436627.12,2025-09-23,2025-09-24,1,WH-KOL
PO000937,2025-07-21,P0072,S044,134,34555.77,4630473.08,2025-07-27,2025-07-25,9,WH-BLR
PO000938,2026-02-12,P0119,S011,57,2100.32,119718.34,2026-03-04,2026-03-16,1,WH-KOL
PO000939,2025-01-07,P0027,S046,73,11491.2,838857.77,2025-02-04,2025-02-16,4,WH-MUM
PO000940,2025-02-12,P0071,S010,199,23712.88,4718862.46,2025-02-22,2025-03-01,11,WH-KOL
PO000942,2025-09-08,P0071,S010,138,25458.04,3513209.11,2025-09-14,2025-09-16,7,WH-CHE
PO000943,2026-08-14,P0018,S020,38,28386.15,1078673.8,2026-08-29,2026-08-29,2,WH-HYD
PO000945,2025-10-26,P0108,S016,181,11947.28,2162457.99,2025-11-24,2025-11-22,8,WH-HYD
PO000946,2025-12-05,P0127,S040,108,5677.7,613191.92,2025-12-10,2025-12-09,5,WH-HYD
PO000947,2025-03-20,P0057,S016,96,17438.34,1674080.34,2025-03-28,2025-04-04,1,WH-BLR
PO000948,2026-08-22,P0067,S032,69,33774.64,2330450.01,2026-09-17,2026-09-23,3,WH-CHE
PO000949,2026-01-11,P0054,S037,190,9835.98,1868835.45,2026-01-26,2026-01-27,4,WH-KOL
PO000950,2025-06-21,P0123,S028,119,19226.35,2287935.79,2025-07-02,2025-07-13,4,WH-DEL
PO000951,2026-08-09,P0060,S019,34,33374.04,1134717.28,2026-08-17,2026-08-22,1,WH-MUM
PO000952,2025-01-06,P0051,S030,149,4928.74,734382.51,2025-01-13,2025-01-21,3,WH-BLR
PO000953,2026-02-10,P0060,S019,83,34146.45,2834155.03,2026-02-14,2026-02-12,5,WH-CHE
PO000954,2025-10-22,P0091,S005,12,14136.43,169637.16,2025-11-02,2025-11-14,0,WH-KOL
PO000955,2026-04-10,P0098,S032,118,27228.68,3212983.67,2026-04-15,2026-04-20,1,WH-KOL
PO000956,2025-11-17,P0128,S032,66,2930.96,193443.14,2025-11-23,2025-11-23,1,WH-MUM
PO000957,2025-12-07,P0084,S022,121,26255.98,3176973.07,2025-12-13,2025-12-15,5,WH-BLR
PO000958,2025-03-16,P0008,S035,198,23771.34,4706724.65,2025-04-07,2025-04-05,3,WH-DEL
PO000959,2025-09-18,P0047,S025,13,10682,138866.04,2025-10-09,2025-10-09,0,WH-KOL
PO000960,2025-08-18,P0130,S038,89,19199.32,1708739.14,2025-08-29,2025-08-31,2,WH-MUM
PO000961,2025-01-24,P0052,S036,161,6868.14,1105770.9,2025-02-23,2025-03-03,0,WH-MUM
PO000962,2025-11-17,P0147,S005,150,25545.74,3831861.68,2025-12-13,2025-12-15,9,WH-HYD
PO000963,2026-02-05,P0005,S044,114,12382.52,1411606.95,2026-02-17,2026-02-19,3,WH-HYD
PO000964,2025-12-06,P0018,S020,128,27882.54,3568965.47,2025-12-30,2026-01-06,1,WH-CHE
PO000965,2025-01-13,P0013,S016,45,9740.03,438301.52,2025-01-22,2025-02-01,1,WH-KOL
PO000966,2026-07-04,P0033,S026,78,21724.15,1694483.86,2026-07-17,2026-07-20,4,WH-BLR
PO000967,2025-11-14,P0122,S013,175,3820.86,668650.76,2025-12-13,2025-12-20,9,WH-CHE
PO000968,2025-01-21,P0140,S024,60,19097.12,1145827.41,2025-02-11,2025-02-19,1,WH-BLR
PO000969,2025-01-11,P0014,S024,26,16606.84,431777.97,2025-01-24,2025-01-28,1,WH-DEL
PO000970,2026-05-01,P0124,S030,162,5767.87,934395.51,2026-05-27,2026-05-31,10,WH-DEL
PO000971,2025-11-08,P0097,S038,87,6372.17,554379.13,2025-12-02,2025-12-02,5,WH-BLR
PO000972,2026-08-20,P0104,S008,114,2545.21,290154.07,2026-09-08,2026-09-15,7,WH-KOL
PO000973,2026-03-19,P0129,S048,154,9927.07,1528768.39,2026-04-16,2026-04-21,11,WH-DEL
PO000974,2025-10-28,P0060,S019,138,36692.4,5063551.54,2025-11-10,2025-11-17,4,WH-CHE
PO000975,2026-05-01,P0093,S004,42,10907.69,458122.84,2026-05-25,2026-05-26,2,WH-HYD
PO000976,2026-02-17,P0033,S026,18,19746.06,355429.12,2026-03-06,2026-03-13,0,WH-BLR
PO000977,2026-04-14,P0081,S012,91,27208.03,2475930.85,2026-04-17,2026-04-15,0,WH-HYD
PO000978,2025-11-12,P0079,S039,127,21271.63,2701497.06,2025-11-20,2025-11-22,10,WH-MUM
PO000979,2026-05-04,P0061,S037,183,26927.41,4927716.51,2026-05-24,2026-05-26,7,WH-BLR
PO000980,2025-05-31,P0015,S033,11,19151.61,210667.71,2025-06-10,2025-06-10,0,WH-DEL
PO000981,2025-02-22,P0127,S040,123,6194.59,761934.67,2025-03-21,2025-03-28,8,WH-KOL
PO000982,2026-05-06,P0018,S020,144,32080.5,4619591.73,2026-06-02,2026-06-03,9,WH-KOL
PO000983,2026-01-18,P0035,S011,180,7705.12,1386922.28,2026-02-12,2026-02-11,11,WH-KOL
PO000984,2026-04-09,P0093,S004,68,10985.78,747032.91,2026-04-16,2026-04-16,1,WH-CHE
PO000986,2026-06-18,P0136,S026,62,25331.49,1570552.64,2026-07-10,2026-07-17,4,WH-BLR
PO000987,2025-10-07,P0035,S011,48,7984.15,383239.18,2025-10-27,2025-10-28,2,WH-KOL
PO000988,2026-03-05,P0010,S022,30,815.26,24457.76,2026-03-16,2026-03-26,0,WH-KOL
PO000989,2025-05-28,P0124,S030,122,6409.41,781947.53,2025-06-15,2025-06-16,0,WH-KOL
PO000990,2026-08-30,P0054,S037,84,9727.08,817074.55,2026-09-17,2026-09-26,2,WH-HYD
PO000991,2026-04-28,P0101,S003,69,19215.64,1325879.27,2026-05-19,2026-05-28,3,WH-DEL
PO000992,2025-05-06,P0040,S006,72,18480.54,1330599.07,2025-05-10,2025-05-09,3,WH-CHE
PO000993,2025-09-26,P0125,S037,12,13021.13,156253.59,2025-10-24,2025-10-25,0,WH-MUM
PO000995,2026-03-16,P0115,S035,182,23182.22,4219163.78,2026-04-15,2026-04-18,14,WH-HYD
PO000997,2025-03-30,P0036,S028,157,7136.93,1120498.62,2025-04-13,2025-04-12,5,WH-CHE
PO000998,2026-02-23,P0131,S031,32,35043.06,1121378.06,2026-03-17,2026-03-15,1,WH-HYD
PO000999,2025-08-17,P0003,S041,25,1609.21,40230.13,2025-08-31,2025-09-01,0,WH-HYD
PO001000,2025-07-20,P0093,S004,162,11736.28,1901277.94,2025-07-23,2025-08-02,11,WH-KOL
PO001001,2026-02-28,P0084,S022,14,24521.41,343299.77,2026-03-16,2026-03-25,0,WH-HYD
PO001002,2025-01-03,P0036,S028,165,6926.78,1142919.01,2025-01-10,2025-01-21,4,WH-MUM
PO001003,2026-03-01,P0064,S001,128,10679.21,1366939.25,2026-03-18,2026-03-28,9,WH-BLR
PO001004,2026-02-03,P0011,S025,190,31725.75,6027892.62,2026-02-09,2026-02-18,11,WH-KOL
PO001005,2025-01-05,P0060,S019,67,31266.87,2094880.22,2025-01-14,2025-01-22,0,WH-HYD
PO001006,2025-08-18,P0079,S039,60,22840.42,1370425.46,2025-09-13,2025-09-25,1,WH-CHE
PO001007,2025-12-10,P0111,S031,112,22079.64,2472920.17,2025-12-17,2025-12-21,4,WH-HYD
PO001008,2025-06-26,P0026,S039,30,16295.19,488855.65,2025-07-06,2025-07-12,0,WH-HYD
PO001009,2026-01-27,P0150,S009,57,31796.92,1812424.42,2026-02-06,2026-02-18,2,WH-MUM
PO001010,2025-10-13,P0037,S043,186,26966.89,5015840.75,2025-11-11,2025-11-13,3,WH-MUM
PO001011,2026-08-26,P0013,S016,107,10103.05,1081026.43,2026-09-23,2026-09-28,4,WH-DEL
PO001012,2025-01-05,P0021,S029,99,10838.28,1072989.98,2025-01-19,2025-01-27,0,WH-MUM
PO001013,2025-03-03,P0018,S020,145,32771.38,4751850.18,2025-03-19,2025-03-29,9,WH-HYD
PO001014,2025-12-16,P0052,S036,157,6744.44,1058876.39,2026-01-05,2026-01-08,9,WH-BLR
PO001015,2025-07-25,P0094,S030,170,32502.32,5525393.91,2025-07-29,2025-08-07,8,WH-DEL
PO001016,2026-01-17,P0059,S031,70,15813.19,1106923.11,2026-02-09,2026-02-11,3,WH-HYD
PO001017,2025-03-23,P0003,S041,91,1894.35,172385.76,2025-03-31,2025-04-09,5,WH-DEL
PO001018,2025-02-24,P0004,S005,196,26091.43,5113921.01,2025-03-07,2025-03-18,8,WH-MUM
PO001019,2025-11-18,P0032,S030,124,17447.24,2163458.05,2025-12-16,2025-12-23,5,WH-KOL
PO001020,2025-10-02,P0048,S036,113,6513.54,736030.04,2025-10-25,2025-10-29,6,WH-DEL
PO001021,2026-06-20,P0044,S026,160,401.33,64212.79,2026-07-17,2026-07-23,7,WH-DEL
PO001022,2026-02-26,P0148,S005,140,12405.11,1736714.98,2026-03-06,2026-03-15,4,WH-DEL
PO001023,2025-02-25,P0050,S032,18,648.15,11666.72,2025-03-14,2025-03-18,0,WH-CHE
PO001025,2025-07-16,P0132,S045,49,13515.97,662282.44,2025-07-21,2025-08-01,0,WH-MUM
PO001026,2026-05-11,P0017,S047,175,24152.75,4226730.81,2026-06-09,2026-06-14,2,WH-MUM
PO001027,2025-04-26,P0048,S036,71,6140.32,435962.96,2025-05-21,2025-05-19,3,WH-MUM
PO001028,2025-06-22,P0005,S044,43,11749.01,505207.42,2025-07-02,2025-07-01,1,WH-BLR
PO001029,2025-07-04,P0030,S024,80,32637,2610960.19,2025-07-16,2025-07-24,0,WH-KOL
PO001030,2025-11-16,P0054,S037,34,10417.6,354198.28,2025-12-02,2025-11-30,1,WH-DEL
PO001031,2025-04-27,P0125,S037,61,13040.8,795488.92,2025-05-15,2025-05-20,4,WH-CHE
PO001032,2026-01-23,P0134,S006,86,9444.07,812190.15,2026-02-09,2026-02-20,0,WH-CHE
PO001033,2026-07-11,P0012,S008,118,22867.19,2698328.6,2026-08-06,2026-08-08,4,WH-DEL
PO001034,2025-07-13,P0108,S016,103,13722.81,1413449.3,2025-08-06,2025-08-08,2,WH-KOL
PO001035,2025-06-02,P0020,S014,43,26185.06,1125957.47,2025-06-14,2025-06-13,1,WH-KOL
PO001036,2025-09-15,P0083,S021,60,29314.25,1758855.28,2025-10-03,2025-10-13,4,WH-KOL
PO001037,2025-02-11,P0089,S043,168,22924.56,3851326.52,2025-02-19,2025-03-03,1,WH-MUM
PO001038,2026-01-19,P0036,S028,168,8051.75,1352694,2026-01-27,2026-02-07,2,WH-BLR
PO001039,2025-10-29,P0134,S006,172,9431.18,1622162.42,2025-11-21,2025-11-26,4,WH-CHE
PO001040,2025-09-06,P0136,S026,77,29621.02,2280818.82,2025-09-22,2025-09-22,5,WH-CHE
PO001041,2025-05-17,P0083,S021,140,31944.42,4472218.68,2025-05-29,2025-06-10,0,WH-DEL
PO001042,2025-07-21,P0029,S030,63,22313.05,1405721.87,2025-08-08,2025-08-12,4,WH-CHE
PO001043,2025-05-07,P0047,S025,154,10349.92,1593887.34,2025-05-23,2025-06-02,4,WH-BLR
PO001044,2025-09-22,P0100,S030,64,31079.57,1989092.71,2025-10-11,2025-10-14,4,WH-KOL
PO001045,2025-05-23,P0017,S047,167,24388.44,4072870.07,2025-06-08,2025-06-12,9,WH-BLR
PO001046,2025-01-31,P0133,S045,92,3054.05,280972.95,2025-02-10,2025-02-20,6,WH-DEL
PO001047,2026-02-05,P0116,S013,159,20952.8,3331494.9,2026-03-01,2026-03-03,11,WH-CHE
PO001048,2025-01-24,P0081,S012,137,26876.63,3682098.76,2025-02-19,2025-02-18,6,WH-DEL
PO001049,2025-08-30,P0087,S017,129,3830.09,494081.13,2025-09-09,2025-09-10,3,WH-KOL
PO001050,2025-02-15,P0066,S003,155,19004.88,2945755.89,2025-03-15,2025-03-18,12,WH-KOL
PO001051,2025-07-17,P0063,S005,53,17741.8,940315.52,2025-08-10,2025-08-18,3,WH-CHE
PO001052,2025-01-20,P0084,S022,110,27952.12,3074732.72,2025-02-08,2025-02-18,2,WH-HYD
PO001053,2025-08-12,P0063,S005,197,17264.41,3401087.9,2025-08-15,2025-08-15,5,WH-HYD
PO001054,2025-04-02,P0128,S032,179,3452.43,617985.16,2025-04-20,2025-04-26,0,WH-MUM
